MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
JNJ,174.47,2022-11-10
JPM,135.08,2022-11-10
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,148.28,2022-11-14
GOOGL,95.7,2022-11-14
TSLA,190.95,2022-11-14
META,114.22,2022-11-14
COST,509.68,2022-11-14
AMZN,98.49,2022-11-14
MSFT,241.55,2022-11-14
UNH,513.75,2022-11-14
JNJ,171.91,2022-11-14
JPM,133.91,2022-11-14
AAPL,150.04,2022-11-15
GOOGL,98.44,2022-11-15
TSLA,194.42,2022-11-15
META,117.08,2022-11-15
AAPL,146.87,2022-11-10
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
JNJ,174.47,2022-11-10
JPM,135.08,2022-11-10
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
JNJ,174.47,2022-11-10
JPM,135.08,2022-11-10
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,148.28,2022-11-14
GOOGL,95.7,2022-11-14
TSLA,190.95,2022-11-14
META,114.22,2022-11-14
COST,509.68,2022-11-14
AMZN,98.49,2022-11-14
MSFT,241.55,2022-11-14
UNH,513.75,2022-11-14
JNJ,171.91,2022-11-14
JPM,133.91,2022-11-14
AAPL,150.04,2022-11-15
GOOGL,98.44,2022-11-15
TSLA,194.42,2022-11-15
META,117.08,2022-11-15
COST,526.47,2022-11-15
AMZN,98.94,2022-11-15
MSFT,241.97,2022-11-15
UNH,503.01,2022-11-15
JNJ,172.39,2022-11-15
JPM,132.94,2022-11-15
AAPL,148.79,2022-11-16
GOOGL,98.85,2022-11-16
TSLA,186.92,2022-11-16
META,113.23,2022-11-16
COST,524.11,2022-11-16
AMZN,97.12,2022-11-16
MSFT,241.73,2022-11-16
UNH,511.52,2022-11-16
JNJ,173.46,2022-11-16
JPM,133.12,2022-11-16
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
JNJ,174.47,2022-11-10
JPM,135.08,2022-11-10
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
JNJ,174.47,2022-11-10
JPM,135.08,2022-11-10
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
JNJ,174.47,2022-11-10
JPM,135.08,2022-11-10
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,148.28,2022-11-14
GOOGL,95.7,2022-11-14
TSLA,190.95,2022-11-14
META,114.22,2022-11-14
COST,509.68,2022-11-14
AMZN,98.49,2022-11-14
MSFT,241.55,2022-11-14
UNH,513.75,2022-11-14
JNJ,171.91,2022-11-14
JPM,133.91,2022-11-14
AAPL,150.04,2022-11-15
GOOGL,98.44,2022-11-15
TSLA,194.42,2022-11-15
META,117.08,2022-11-15
COST,526.47,2022-11-15
AMZN,98.94,2022-11-15
MSFT,241.97,2022-11-15
UNH,503.01,2022-11-15
JNJ,172.39,2022-11-15
JPM,132.94,2022-11-15
AAPL,148.79,2022-11-16
GOOGL,98.85,2022-11-16
TSLA,186.92,2022-11-16
META,113.23,2022-11-16
COST,524.11,2022-11-16
AMZN,97.12,2022-11-16
MSFT,241.73,2022-11-16
UNH,511.52,2022-11-16
JNJ,173.46,2022-11-16
JPM,133.12,2022-11-16
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
JNJ,174.47,2022-11-10
JPM,135.08,2022-11-10
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
JNJ,174.47,2022-11-10
JPM,135.08,2022-11-10
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,148.28,2022-11-14
GOOGL,95.7,2022-11-14
TSLA,190.95,2022-11-14
META,114.22,2022-11-14
COST,509.68,2022-11-14
AMZN,98.49,2022-11-14
MSFT,241.55,2022-11-14
UNH,513.75,2022-11-14
JNJ,171.91,2022-11-14
JPM,133.91,2022-11-14
AAPL,150.04,2022-11-15
GOOGL,98.44,2022-11-15
TSLA,194.42,2022-11-15
META,117.08,2022-11-15
COST,526.47,2022-11-15
AMZN,98.94,2022-11-15
MSFT,241.97,2022-11-15
UNH,503.01,2022-11-15
JNJ,172.39,2022-11-15
JPM,132.94,2022-11-15
AAPL,148.79,2022-11-16
GOOGL,98.85,2022-11-16
TSLA,186.92,2022-11-16
META,113.23,2022-11-16
COST,524.11,2022-11-16
AMZN,97.12,2022-11-16
MSFT,241.73,2022-11-16
UNH,511.52,2022-11-16
JNJ,173.46,2022-11-16
JPM,133.12,2022-11-16
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
JNJ,174.47,2022-11-10
JPM,135.08,2022-11-10
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,148.28,2022-11-14
GOOGL,95.7,2022-11-14
TSLA,190.95,2022-11-14
META,114.22,2022-11-14
COST,509.68,2022-11-14
AMZN,98.49,2022-11-14
MSFT,241.55,2022-11-14
UNH,513.75,2022-11-14
JNJ,171.91,2022-11-14
JPM,133.91,2022-11-14
AAPL,150.04,2022-11-15
GOOGL,98.44,2022-11-15
TSLA,194.42,2022-11-15
META,117.08,2022-11-15
COST,526.47,2022-11-15
AMZN,98.94,2022-11-15
MSFT,241.97,2022-11-15
UNH,503.01,2022-11-15
JNJ,172.39,2022-11-15
JPM,132.94,2022-11-15
AAPL,148.79,2022-11-16
GOOGL,98.85,2022-11-16
TSLA,186.92,2022-11-16
META,113.23,2022-11-16
COST,524.11,2022-11-16
AMZN,97.12,2022-11-16
MSFT,241.73,2022-11-16
UNH,511.52,2022-11-16
JNJ,173.46,2022-11-16
JPM,133.12,2022-11-16
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
JNJ,174.47,2022-11-10
JPM,135.08,2022-11-10
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,148.28,2022-11-14
GOOGL,95.7,2022-11-14
TSLA,190.95,2022-11-14
META,114.22,2022-11-14
COST,509.68,2022-11-14
AMZN,98.49,2022-11-14
MSFT,241.55,2022-11-14
UNH,513.75,2022-11-14
JNJ,171.91,2022-11-14
JPM,133.91,2022-11-14
AAPL,150.04,2022-11-15
GOOGL,98.44,2022-11-15
TSLA,194.42,2022-11-15
META,117.08,2022-11-15
COST,526.47,2022-11-15
AMZN,98.94,2022-11-15
MSFT,241.97,2022-11-15
UNH,503.01,2022-11-15
JNJ,172.39,2022-11-15
JPM,132.94,2022-11-15
AAPL,148.79,2022-11-16
GOOGL,98.85,2022-11-16
TSLA,186.92,2022-11-16
META,113.23,2022-11-16
COST,524.11,2022-11-16
AMZN,97.12,2022-11-16
MSFT,241.73,2022-11-16
UNH,511.52,2022-11-16
JNJ,173.46,2022-11-16
JPM,133.12,2022-11-16
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,146.87,2022-11-10
GOOGL,93.94,2022-11-10
TSLA,190.72,2022-11-10
META,111.87,2022-11-10
COST,513.13,2022-11-10
AMZN,96.63,2022-11-10
MSFT,242.98,2022-11-10
UNH,544.17,2022-11-10
JNJ,174.47,2022-11-10
JPM,135.08,2022-11-10
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,149.7,2022-11-11
GOOGL,96.41,2022-11-11
TSLA,195.97,2022-11-11
META,113.02,2022-11-11
COST,515.47,2022-11-11
AMZN,100.79,2022-11-11
MSFT,247.11,2022-11-11
UNH,522.08,2022-11-11
JNJ,169.25,2022-11-11
JPM,135.3,2022-11-11
AAPL,148.28,2022-11-14
GOOGL,95.7,2022-11-14
TSLA,190.95,2022-11-14
META,114.22,2022-11-14
COST,509.68,2022-11-14
AMZN,98.49,2022-11-14
MSFT,241.55,2022-11-14
UNH,513.75,2022-11-14
JNJ,171.91,2022-11-14
JPM,133.91,2022-11-14
AAPL,150.04,2022-11-15
GOOGL,98.44,2022-11-15
TSLA,194.42,2022-11-15
META,117.08,2022-11-15
COST,526.47,2022-11-15
AMZN,98.94,2022-11-15
MSFT,241.97,2022-11-15
UNH,503.01,2022-11-15
JNJ,172.39,2022-11-15
JPM,132.94,2022-11-15
AAPL,148.79,2022-11-16
GOOGL,98.85,2022-11-16
TSLA,186.92,2022-11-16
META,113.23,2022-11-16
COST,524.11,2022-11-16
AMZN,97.12,2022-11-16
MSFT,241.73,2022-11-16
UNH,511.52,2022-11-16
JNJ,173.46,2022-11-16
JPM,133.12,2022-11-16
AAPL,150.72,2022-11-17
GOOGL,98.36,2022-11-17
TSLA,183.17,2022-11-17
META,111.45,2022-11-17
COST,521.32,2022-11-17
AMZN,94.85,2022-11-17
MSFT,241.68,2022-11-17
UNH,515.31,2022-11-17
JNJ,174.86,2022-11-17
JPM,132.54,2022-11-17
AAPL,163.43,2022-09-12
GOOGL,110.86,2022-09-12
TSLA,304.42,2022-09-12
META,168.96,2022-09-12
COST,539.52,2022-09-12
AMZN,136.45,2022-09-12
MSFT,266.65,2022-09-12
UNH,531.25,2022-09-12
JNJ,165.64,2022-09-12
JPM,120.58,2022-09-12
AAPL,155.31,2022-09-14
GOOGL,105.0,2022-09-14
TSLA,302.61,2022-09-14
META,151.47,2022-09-14
COST,508.0,2022-09-14
AMZN,128.55,2022-09-14
MSFT,252.22,2022-09-14
UNH,509.77,2022-09-14
JNJ,164.66,2022-09-14
JPM,116.12,2022-09-14
AAPL,150.7,2022-09-16
GOOGL,102.8,2022-09-16
TSLA,303.35,2022-09-16
META,146.29,2022-09-16
COST,504.14,2022-09-16
AMZN,123.53,2022-09-16
MSFT,244.74,2022-09-16
UNH,521.02,2022-09-16
JNJ,167.6,2022-09-16
JPM,117.08,2022-09-16
AAPL,150.7,2022-09-16
GOOGL,102.8,2022-09-16
TSLA,303.35,2022-09-16
META,146.29,2022-09-16
COST,504.14,2022-09-16
AMZN,123.53,2022-09-16
MSFT,244.74,2022-09-16
UNH,521.02,2022-09-16
JNJ,167.6,2022-09-16
JPM,117.08,2022-09-16
AAPL,156.9,2022-09-20
GOOGL,101.14,2022-09-20
TSLA,308.73,2022-09-20
META,146.09,2022-09-20
COST,499.52,2022-09-20
AMZN,122.19,2022-09-20
MSFT,242.45,2022-09-20
UNH,522.8,2022-09-20
JNJ,164.97,2022-09-20
JPM,115.83,2022-09-20
AAPL,152.74,2022-09-22
GOOGL,100.14,2022-09-22
TSLA,288.59,2022-09-22
META,142.82,2022-09-22
COST,487.17,2022-09-22
AMZN,117.31,2022-09-22
MSFT,240.98,2022-09-22
UNH,517.46,2022-09-22
JNJ,166.18,2022-09-22
JPM,111.21,2022-09-22
AAPL,150.43,2022-09-23
GOOGL,98.74,2022-09-23
TSLA,275.33,2022-09-23
META,140.41,2022-09-23
COST,466.4,2022-09-23
AMZN,113.78,2022-09-23
MSFT,237.92,2022-09-23
UNH,513.61,2022-09-23
JNJ,166.72,2022-09-23
JPM,109.14,2022-09-23
AAPL,150.77,2022-09-26
GOOGL,98.17,2022-09-26
TSLA,276.01,2022-09-26
META,136.37,2022-09-26
COST,480.3,2022-09-26
AMZN,115.15,2022-09-26
MSFT,237.45,2022-09-26
UNH,508.36,2022-09-26
JNJ,165.7,2022-09-26
JPM,106.79,2022-09-26
AAPL,149.84,2022-09-28
GOOGL,100.05,2022-09-28
TSLA,287.81,2022-09-28
META,141.61,2022-09-28
COST,488.29,2022-09-28
AMZN,118.01,2022-09-28
MSFT,241.07,2022-09-28
UNH,513.94,2022-09-28
JNJ,166.36,2022-09-28
JPM,107.99,2022-09-28
AAPL,138.2,2022-09-30
GOOGL,95.65,2022-09-30
TSLA,265.25,2022-09-30
META,135.68,2022-09-30
COST,472.27,2022-09-30
AMZN,113.0,2022-09-30
MSFT,232.9,2022-09-30
UNH,505.04,2022-09-30
JNJ,163.36,2022-09-30
JPM,104.5,2022-09-30
AAPL,138.2,2022-09-30
GOOGL,95.65,2022-09-30
TSLA,265.25,2022-09-30
META,135.68,2022-09-30
COST,472.27,2022-09-30
AMZN,113.0,2022-09-30
MSFT,232.9,2022-09-30
UNH,505.04,2022-09-30
JNJ,163.36,2022-09-30
JPM,104.5,2022-09-30
AAPL,146.1,2022-10-04
GOOGL,101.64,2022-10-04
TSLA,249.44,2022-10-04
META,140.28,2022-10-04
COST,486.13,2022-10-04
AMZN,121.09,2022-10-04
MSFT,248.88,2022-10-04
UNH,523.17,2022-10-04
JNJ,165.62,2022-10-04
JPM,112.77,2022-10-04
AAPL,145.43,2022-10-06
GOOGL,101.42,2022-10-06
TSLA,238.13,2022-10-06
META,139.07,2022-10-06
COST,482.49,2022-10-06
AMZN,120.3,2022-10-06
MSFT,246.79,2022-10-06
UNH,519.13,2022-10-06
JNJ,161.91,2022-10-06
JPM,108.14,2022-10-06
AAPL,140.09,2022-10-07
GOOGL,98.68,2022-10-07
TSLA,223.07,2022-10-07
META,133.45,2022-10-07
COST,468.15,2022-10-07
AMZN,114.56,2022-10-07
MSFT,234.24,2022-10-07
UNH,504.85,2022-10-07
JNJ,160.2,2022-10-07
JPM,105.98,2022-10-07
AAPL,140.42,2022-10-10
GOOGL,97.86,2022-10-10
TSLA,222.96,2022-10-10
META,133.79,2022-10-10
COST,466.31,2022-10-10
AMZN,113.67,2022-10-10
MSFT,229.25,2022-10-10
UNH,498.86,2022-10-10
JNJ,160.41,2022-10-10
